14,Sarath,UNIWAYS FOOD STUFF TRADING LLC,Shuraa Management And Consultancy Llc,No Second Sponsor,dawooddaniel@yahoo.com,wh,,,,Mohammad Omar bin Haider Real Estate,,Ras Al Khor,Al Aweer,Not Discountable,577309,2006-01-31,2011-01-30,121038,2012-02-17,568236,Jan-2009,15000,No,,,,,1,,
15,Sarath,ORGANIX BUILDING SYSTEM LLC,Property Universe Real Estate Llc,No Second Sponsor,,of,,,,,,,,None,531358,2002-01-14,2017-01-13,82266,2018-04-08,678282,Jan-2009,15000,No,,,,,1,,
16,Sarath,AL SHUJA COMMERCIAL BROKERS LLC,Real Choice Management Services,No Second Sponsor,,of,,,,,,,,Not Discountable,605399,2008-01-17,2014-01-16,277994,2019-02-14,637480,Jan-2009,15000,No,,,,submitted for immigration card cancellation,1,,
17,Saud,TECHNO KAZO GENERAL TRADING LLC,Real Choice Management Services,No Second Sponsor,,vo,,,,,,,,Not Discountable,605277,2008-01-13,2016-01-12,144904,2017-01-20,641424,Jan-2009,20000,No,,,,VIRTUAL OFFICE,1,,
18,Sarath,ULTRA PAVE INTERNATIONAL LLC,Real Choice Management Services,No Second Sponsor,,no,,,,,,,,Not Discountable,605106,2008-07-01,2014-01-06,144816,2016-02-04,627948,Jan-2009,20000,No,,,,,1,,
19,Saeed,NAIF CELL KING GENERAL TRADING LLC,Nada Saeed Kalifa,No Second Sponsor,,of,,,,Abdul rahim Abdul kareem Albana,,Deira,Frij Murar,Not Discountable,581954,2006-05-29,2013-05-28,146116,2011-02-19,576504,Jan-2009,10000,No,,,0501807005 Noor,,1,,
20,Sarath,NORTH BRIDGE GENERAL TRADING LLC,Real Choice Management Services,No Second Sponsor,,of,,,,,,,,Not Discountable,606096,2008-01-30,2015-01-29,145576,1900-01-01,NIL,Jan-2009,20000,No,,,,Immigration card cancelled,1,,
21,Jashvant,4 P S WORLDWIDE GENERAL TRADING LLC,Real Choice Management Services,No Second Sponsor,info@gpllc.ae,no,,,,,,"OFFICE NO.416, OWNER-AL RAEA REAL ESTATE, DAMASCUS ROAD, AL QUSAIS, DUBAI.NOT VIRTUAL NOT DISCOUNTABLE",,None,606016,2008-01-29,2010-01-28,146555,2011-03-02,629915,Jan-2009,20000,Yes,Not Done,Not Done,,Email Address of the Company info@gpllc.ae,0,,
22,Saeed,SYNERGY LAND TRANSPORT L.L.C,Real Choice Management Services,No Second Sponsor,,vo,,,,,,,,Discountable,605860,2008-01-27,2017-01-26,145268,2017-02-08,NIL,Jan-2009,15000,No,,,,"OLD NAME : PRASHANT REPACKING & TRADING LLC

VIRTUAL OFFICE",1,,
23,saeed,CAPRICON EVENTS LLC,Real Choice Management Services,No Second Sponsor,,sp,,,,,,,,Not Discountable,605776,2008-01-24,2009-01-23,145267,2011-01-29,NIL,Jan-2009,15000,Yes,,,,,1,,
24,Sherif,EQUINOX MIDDLE EAST LLC,Real Choice Management Services,No Second Sponsor,,of,,,,,,,,Not Discountable,605741,2008-01-24,2017-01-23,146871,2017-03-10,632029,Jan-2009,20000,No,,,General Trading,,1,,
25,saeed,TANWEEN GENERAL TRADING LLC,Real Choice Management Services,No Second Sponsor,tanweengt@emirates.net.ae,vo,,,,Jamal Mohammad AlMuhairi,,Bur Dubai,Souq Al Kabeer,Discountable,605627,2008-01-22,2010-01-21,145168,2011-01-27,NIL,Jan-2009,20000,No,,,,"not answering, try again later.",1,,
26,Sarath,ISLAND WAY CLEANING SERVICES,Real Choice Management Services,No Second Sponsor,dignair@yahoo.com,of,,,,Abdul karim hussan yousf almaal,,Deira,Naif Road,Not Discountable,605568,2008-01-21,2011-01-20,145269,2011-01-29,630207,Jan-2009,15000,No,,,,,1,,
27,Saeed,COUNTRY STAR ELECTROMECHANICAL WORKS LLC,Real Choice Management Services,No Second Sponsor,,of,,,,,,,,Not Discountable,589830,2007-01-03,2017-01-02,133191,2016-01-28,590235,Feb-2013,15000,No,,,Electromechanical Equipment Installation & Maintenance,,1,,
28,saeed,ADMIRAL COMMERCIAL BROKER LLC,Shamma Saeed Khalifa,Real Choice Commercial Broker,,vo,,,,,,,,Discountable,605215,2008-01-09,2011-01-08,146621,2011-03-03,.,Jan-2009,15000,No,,,Commercial Brokers,earlier the company name was Reliance Properties LLC.,0,,
29,saeed,Double Deal Property Brokers LLC,Saif Salah Ahmad,No Second Sponsor,,no,,,,,,,,None,606065,2008-01-30,2010-01-29,148445,2011-04-22,634675,Jan-2009,0,No,,,,Company name has benn changed to Double DEal Property Brokers LLC,0,,
30,Saeed,BLITZ REAL ESTATE,Hind Hasan Khalifa,No Second Sponsor,info@blitzre.com,sp,,,,Ahmed Saeed Ali alkendi,,Bur Dubai,Souq Al Kabeer,Not Discountable,605261,2008-01-13,2010-01-12,145351,2011-01-31,625722,Jan-2009,40000,Yes,,,,,0,,
31,saeed,XIFEI BUILDING TECHNICAL SERVICES LLC,Famous Management Services,No Second Sponsor,,of,,,,,,,,Not Discountable,620771,2009-01-06,2014-01-05,156831,1900-01-01,668778,Jan-2009,15000,No,,,,IMMIGRATION CARD CANCELLED,1,,
32,Saeed,ABSOLUTE FACILITIES MANAGEMENT SERVICES LLC,Famous Management Services,No Second Sponsor,"jonathan.pereira@absolut-llc.com, absoluteimage@r",of,,,,Al Ghurair Investment (LLC),,"OFFICE NO.22 M, OWNER-AL RIMAL REAL ESTATE, DEIRA, NAIF. VIRTUAL ( can be discounted)",Naif Road,Not Discountable,621438,2009-01-22,2012-01-21,157196,1900-01-01,.,Jan-2009,20000,No,,,Facilities Management Services,,1,,
33,Saeed,ROOSNA INDUSTRIES LLC,Famous Management Services,No Second Sponsor,,of,,,,Mohammed Ahmad Saeed Al kasimi,,Bur Dubai,AL Quaz,Not Discountable,621382,2009-01-21,2011-01-20,,1900-01-01,NIL,Jan-2009,15000,No,,,,,1,,
34,Saud,JHINGAN TRANSPORT LLC,Mohd Hassan Khalifa,No Second Sponsor,sumeet78@hotmail.com,of,,,,Abdul rehman & Tayab ali al zarouni,,Deira,Frij Murar,Not Discountable,621091,2009-12-01,2010-01-13,158149,1900-01-01,NIL,Jan-2009,30000,Yes,,,,,0,,
35,Saeed,RALI INDUSTRIES LLC,Famous Management Services,No Second Sponsor,amandvi@cyber.net.pk,of,,,,Mohammed Ahmad Saeed Al kasimi,,Bur Dubai,AL Quaz,Not Discountable,621701,2009-02-01,2011-01-31,,1900-01-01,NIL,Jan-2009,15000,No,,,,,1,,
36,Saeed,ARYENE.COM,Nahad Mohd,No Second Sponsor,saeedalf@gmail.com,no,,,,602- Abdul hadi ajmani,,Mankhool - Bur Dubai,Khalid bin waleed road.,Not Discountable,524104,2001-01-31,2010-01-30,,1900-01-01,.,Jan-2009,0,No,,,,,0,,
37,saeed,BLUE EYES OPTICS.,Saeed Khalifa,No Second Sponsor,,sp,,,,"3, Afra Khalifa Mohd. AlHaris",,Deira,AlBaraha,Not Discountable,532025,2002-02-12,2012-02-11,84081,2011-04-27,467352,Feb-2009,8000,No,,,Chnaged from our sponsorship,,0,,
38,Jashvant,SUR DESIGN LLC,Hamadan Saeed Khalifa,No Second Sponsor,,of,,,,,,,,Not Discountable,577966,2006-02-18,2015-02-17,121119,1900-01-01,613891,Feb-2009,17000,No,,,,"Submitted for immigration card cancellation
license cancelled",0,,
39,saeed,MARS ENERGY GENERAL TRADING. LLC.,Real Choice Commercial Broker,No Second Sponsor,,vo,,,,"105, Maitha Ali Al Owais",,Bur Dubai,Rolla Street,Discountable,578357,2006-02-28,2012-02-27,136657,2013-01-23,.,Feb-2009,15000,No,,,,,0,,
40,saeed,OLD TOWN GENERAL TRADING LLC,Double Deal Services,No Second Sponsor,,of,,,,"108, Mohd. Abdullah Al Jaseem",,Deira,Al Qusais,Not Discountable,591198,2007-02-08,2008-02-07,133622,2010-02-12,NIL,Feb-2009,30000,No,,,,,0,,
42,Saeed,PIPE LINE GENERAL TRADING LLC,Double Deal Services,No Second Sponsor,,sp,,,,"20, Jumeirah Beach Residence",,Jumeirah,Jumeirah,Not Discountable,591247,2007-02-11,2009-02-10,133846,2010-02-18,594972,Feb-2009,20000,No,,,,,0,,
43,Saeed,KRESABCO GENERAL TRADING LLC,Shuraa Management And Consultancy Llc,No Second Sponsor,,of,,,,,,,,Not Discountable,591921,2007-02-25,2017-02-24,134608,2016-03-28,598885,Feb-2009,25000,No,,,,NAME CHANGED FROM ABOUKHERES GENERAL TRADING TO KRESABCO GENERAL TRADING,1,,
44,Jashvant,INFINITE VENTURES & TRADING LLC,Shuraa Management And Consultancy Llc,No Second Sponsor,,of,,,,,,,,Not Discountable,591830,2007-02-21,2017-02-20,134213,2019-02-27,NIL,Feb-2009,15000,No,,,,,1,,
45,Jashvant,LITTLE IMPRESSIONS NOVELTIES TRADING LLC,Shuraa Management And Consultancy Llc,No Second Sponsor,arvinw@little-impressions.ae,sp,,,,"WB 19, Abdul Wahid Hussan",,Bur Dubai,Hamriya,Not Discountable,591546,2007-02-15,2010-02-14,139479,2010-07-25,607989,Feb-2009,15000,Yes,,,,arvinw@little-impressions.ae,0,,
46,Jashvant,MAXREACH GENERAL TRADING. LLC.,Hamadan Saeed Khalifa,No Second Sponsor,hamdan@maxreachtrading.com,of,,,,"326, Ahmed Abdul Rahim Al Attar",,Bur Dubai,Al Karama,Not Discountable,542019,2003-02-08,2012-02-07,2/1/91371,2012-02-18,484950,Feb-2009,15000,No,,,,,1,,
47,Sarath,ANZIMA ELECTROMECHANICAL SERVICES LLC,Real Choice Management Services,No Second Sponsor,,of,,,,,,,,Not Discountable,222181,1990-02-21,2017-02-20,9122,1900-01-01,226957,Feb-2009,13000,No,,,,,1,,
48,saeed,EMPIRE METAL INDUSTRIES LLC,Real Choice Management Services,No Second Sponsor,,wh,,,,,,,,Not Discountable,606836,2008-02-17,2017-02-16,146210,2017-08-20,629438,Feb-2009,15000,No,,,,,1,,
49,Jashvant,KOTHARI & SHAH GENERAL TRADING LLC,Real Choice Management Services,No Second Sponsor,,of,,,,"201, Omer Mohammed Salem AlOwais",,Bur Dubai,Al Karama,Not Discountable,606693,2008-02-13,2009-02-12,146056,2011-02-01,NIL,Feb-2009,20000,No,,,,,0,,
50,Saud,REAL PERFECT TRADING LLC,Legend Projects,No Second Sponsor,,of,,,,"201, Omer Mohammed Salem AlOwais",,Bur Dubai,Al Karama,Not Discountable,606548,2008-02-10,2009-02-09,147441,2011-11-26,NIL,Feb-2009,15000,Yes,,,,,0,,
51,Jashvant,YUAN ELECTROMECHANICAL CONTRACTING LLC,Legend Projects,No Second Sponsor,,of,,,,,,,,Not Discountable,606421,2008-02-06,2009-02-05,146211,2011-02-23,NIL,Feb-2009,20000,No,,,,,1,,
52,Sarath,EMIRATES UNITED STONE (L.L.C),Real Choice Management Services,No Second Sponsor,mr@emiratesunitedstone.com,vo,,,,"105, Maitha Ali Al Owais",,Bur Dubai,Rolla Street,Discountable,607005,2008-02-19,2009-02-18,146556,2011-03-02,NIL,Feb-2009,15000,Yes,,,,,1,,
53,Saeed,BOSSA & BOSSA LLC,Legend Projects,No Second Sponsor,kulabakop@aol.com/info@perfectbeauty.uk.com,vo,,,,,,,,Discountable,607437,2008-02-27,2012-02-26,147135,1900-01-01,NIL,Feb-2009,20000,No,,,,"IMMIGRATION CARD CANCELLED
special liquidation done last april 1 2015",0,,
54,Rohit,RELIANCE TECHNICAL WORKS LLC,Legend Projects,No Second Sponsor,,of,,,,,,,,Not Discountable,607362,2008-02-26,2014-02-25,146378,1900-01-01,716027,Feb-2009,20000,No,,,,,1,,
55,Jashvant,PEGANO INTERNATIONAL LLC,Legend Projects,No Second Sponsor,,vo,,,,,,,,Discountable,607073,2008-02-20,2017-02-19,146476,2017-03-01,NIL,Feb-2009,15000,No,,,,,1,,
56,Jashvant,ARMENIAN TRADE HOUSE FOODSTUFF TRADING LLC,Famous Management Services,No Second Sponsor,,wh,,,,,,,,Not Discountable,621775,2009-02-02,2017-02-01,157930,2018-02-22,667791,Oct-2012,18000,No,,,,ANUSHAVAN HAS A VISA FROM A-MEDIQ WHICH IS ALSO UNDER OUR SPONSORSHIP,1,,
58,Sarath,AYYAN TECHNICAL WORKS LLC,Eight Star,No Second Sponsor,,of,,,,,,,,Not Discountable,621781,2009-02-03,2016-02-02,157646,2018-02-11,671304,Feb-2009,20000,No,,,,"18000 sponsor fees from April 2012
CHANGED SPONSOR",0,,
59,Sarath,SEA VIEW GENERAL TRADING LLC,Real Choice Management Services,No Second Sponsor,h.firudin@gmail.com,of,,,,"15, Jamal Mohd. Al Mehairi",,Bur Dubai,Souq Al Kabeer,Discountable,607512,2008-02-28,2014-02-27,146827,1900-01-01,735845,July-2012,16500,Yes,,,,"immigration card cancelled",0,,
60,Saeed,CEDAR WINGS GENERAL TRADING LLC,Shuraa Management And Consultancy Llc,No Second Sponsor,,vo,,,,,,,,Discountable,592176,2007-03-01,2008-02-29,137128,2010-05-28,NIL,Feb-2009,15000,Yes,,,,,0,,
61,Saeed,LEGEND BUSINESS SETUP SERVICES,Saeed Khalifa,No Second Sponsor,,sp,,,,"32, Hamad Bin Showkat",,Deira,Rashidiya,Not Discountable,524211,2001-02-10,2017-02-09,79178,2019-05-12,366466,Feb-2009,0,No,,,,,1,,
62,saeed,JOD AL MUKHTAR FOODSTUFF TRADING LLC,Saeed Khalifa,No Second Sponsor,,no,,,,,,,,None,524904,2001-03-17,2016-03-16,76912,2017-05-04,465157,Mar-2009,12000,No,,,,CHANGED SPONSOR,1,,
63,saeed,FIRST A F G GENERAL TRADING LLC,Saeed Khalifa,No Second Sponsor,,of,,,,"101, Mohd. Hassan Baba Hassan",,Deira,Al Ras,Not Discountable,532731,2002-03-24,2017-03-23,83719,2017-04-13,466779,Mar-2009,15000,No,,,,,1,,
64,saeed,SALIHEEN CONSTRUCTION LLC,Saeed Khalifa,No Second Sponsor,,of,,,,,,,,Not Discountable,543193,2003-03-18,2017-03-17,92403,2018-03-22,491086,Mar-2009,20000,No,,,,,1,,
65,Saeed,EASTERN EFFILIATES CONTRACTING. LLC,Talal Ahmed,No Second Sponsor,,vo,,,,"204, Khalifa Mohd. Al Faqaei",,Deira,Al Dhagaya,Discountable,579055,2006-03-15,2007-03-14,122219,2009-03-25,NIL,Mar-2009,25000,No,,,,,1,,
66,Jashvant,OMC MIDDLE EAST TRADING LLC,Shuraa Facilities Management Llc,No Second Sponsor,,wh,,,,,,,,Not Discountable,579080,2006-03-18,2017-03-17,2/1/122149,2018-04-01,582735,Mar-2009,20000,No,,,,increased sponsor fees from April 2012,1,,
67,Jashvant,ARABESCO ART LLC,Real Choice Commercial Broker,No Second Sponsor,,of,,,,"604, Siddiq Abdul hadi Al Ajmani",,Bur Dubai,Mankhool,Not Discountable,579515,2006-03-27,2016-03-26,122411,2012-04-01,700120,Mar-2009,12000,No,,,,,1,,
68,Saeed,WHISTLER INTERNATIONAL TRADING LLC,Nahad Mohd,No Second Sponsor,,vo,,,,,,,,Not Discountable,579578,2006-03-29,2016-03-28,123902,2018-06-21,608726,May-2012,25000,No,,,,,1,,
69,saeed,SPENCERS ELECTROMECHANICAL & SECURITY SYSTEMS FIXING LLC,Saeed Khalifa,No Second Sponsor,,of,,,,,,,,Not Discountable,554948,2004-03-20,2016-03-19,102200,2016-04-25,514425,Mar-2009,10000,No,Done,,,,1,,
70,Jashvant,AMX WORLD SERVICES LLC,Hamadan Saeed Khalifa,No Second Sponsor,,wh,,,,,,,,Not Discountable,592504,2007-03-08,2017-03-07,145060,2017-04-14,655840,Mar-2009,15000,No,,,,,1,,
71,Jashvant,BLUE STAR HEAVY EQUIPMENT RENTAL LLC,Double Deal Services,No Second Sponsor,rizvikhan77@yahoo.com,vo,,,,"204, Khalifa Mohd. Al Faqaei",,Deira,Al Dhagaya,Discountable,592496,2007-03-08,2010-03-07,,1900-01-01,NIL,Mar-2009,15000,No,,,,"customer is saying payment has been  made, chq given on 05.02.09 & 10.03.09, i told him may be this is for last year, and he will call me back after confirming.",0,,
72,Rajesh,KNIGHT WAZEER COMMERCIAL BROKERS LLC,Double Deal Services,No Second Sponsor,,of,,,,"115, Ali Saeed Abdullah Al Muhairi",,Deira,Al Qusais Industrial Area,Not Discountable,592663,2007-03-13,2009-03-12,134892,2010-03-19,596534,Mar-2009,15000,No,,,,Company is cancelled.,0,,
73,Saeed,EMPIRE REAL ESTATE LLC,Hasan Khalifa,No Second Sponsor,,sp,,,,,,,,Not Discountable,592804,2007-03-18,2015-03-17,140032,2016-08-24,613284,Jan-2013,40000,No,,,,,1,,
74,Sarath,PLASTICA INTERNATIONAL LLC,Shuraa Management And Consultancy Llc,No Second Sponsor,ravsun@rediffmail.com,sp,,,,Abdul Hassan Mohd.,08,Deira,Al Murar,Not Discountable,592986,2007-03-21,2010-03-20,135059,2010-03-26,NIL,Mar-2009,15000,Yes,,,,,0,,
75,Sherif,WELL CARE INFOTECH  LLC,Shuraa Management And Consultancy Llc,No Second Sponsor,,of,,,,"1401, Naseer Rashid Lootah",,Bur Dubai,Al Wasal,Not Discountable,592866,2007-03-19,2015-03-18,135032,2016-03-25,596386,Jan-2013,15000,No,,,,CHANGED SPONSORSHIP,0,,
77,Saeed,WEST COST ELECTROMECHANICAL WORKS LLC,Aryene Properties,No Second Sponsor,westbobalex@gmail.com,of,,,,"503, Burj Dubai",,Deira,,Not Discountable,567233,2005-03-30,2010-03-29,112793,2011-04-05,541650,Mar-2009,15000,Yes,,,,sponsor changed,0,,
78,Jashvant,ATLANTIC STAR INT. TRADING LLC,Zubaida,No Second Sponsor,,of,,,,"105, Mohd. Naseeb Mohd. Hamidaan",,Deira,Al Qusais Industrial Area,Not Discountable,555017,2004-03-22,2009-03-21,103263,2010-04-24,552604,Mar-2009,17000,Yes,,,,contact no not available in the system.IMMIGRATION CARD CANCELLATION NOT POSSIBLE (PARTNER VISA),1,,
79,SAEED,PROGRESSIVE CAR RENTAL LLC,Saeed Khalifa,No Second Sponsor,,of,,,,Naseer rashid Lootah,215,Deira,Al Garhoud,Not Discountable,542900,2003-03-09,2017-03-08,92255,2018-07-29,507607,Mar-2009,0,No,,,Car Rental,,1,,
80,Sarath,AQUA JETS MARINE EQUIPMENT LLC,Real Choice Management Services,No Second Sponsor,info@aquiladubai.com,vo,,,,Ali Abdulla Al Abdooli,Shed No:- DY 121 [ Half Portio,Al Jadaf,Dubai,Not Discountable,608264,2008-03-16,2012-03-15,147251,2014-03-22,632663,Mar-2009,20000,No,,,,sponsorship fee for 2011-12 is 17000 Ref.Mr.Saeed,0,,
81,Saeed,SONA VALLEY AND DIAMONDS LLC,Real Choice Management Services,No Second Sponsor,,of,,,,Gold and Diamond Park,215,Bur Dubai,Shk. Zayed Road,Not Discountable,608126,2008-03-12,2012-03-11,148571,2014-04-26,636232,Mar-2009,30000,No,,,,CANCELLED,0,,
82,Sarath,VOLTAIR LLC,Real Choice Management Services,No Second Sponsor,,of,,,,"M8, Mohd. Ibrahim Abdullah",,Bur Dubai,Al Raffa,Not Discountable,607730,2008-03-04,2013-03-03,147310,2011-03-24,636229,Mar-2009,20000,No,,,,,0,,
83,Sarath,NATIONS TECHNOLOGY LLC,Real Choice Management Services,No Second Sponsor,,of,,,,,,,,Not Discountable,607683,2008-03-04,2017-03-03,147033,2017-05-05,638928,Mar-2009,15000,No,,,,,1,,
84,Saeed,PRO ERECTION LLC,Legend Projects,No Second Sponsor,,vo,,,,,,,,Discountable,608877,2008-03-30,2010-03-29,148130,2011-04-14,637925,Mar-2009,20000,Yes,,,,,0,,
85,Jashvant,LATHIFA ELECTROMECHANICAL,Legend Projects,No Second Sponsor,,of,,,,"207, Saeed Abdullah Saeed Mohammad Al Hashmi",,Deira,Hor Al Anz,Not Discountable,608772,2008-03-27,2010-03-26,148131,2011-04-14,632667,Mar-2009,15000,Yes,,,,CANCELED REF. MR.JASHVANT,0,,
86,Sarath,VULCAN INTERNATIONAL LLC,Legend Projects,No Second Sponsor,,vo,,,,"15, Jamal Mohd. Al Mehairi",,Bur Dubai,Souq Al Kabeer,Discountable,608477,2008-03-08,2017-03-07,147360,2017-04-09,NIL,Mar-2009,13000,No,,,,,1,,
87,Sarath,ALMA INTERNAITIONAL (L.L.C),Legend Projects,No Second Sponsor,,vo,,,,,,,,Discountable,608403,2008-03-18,2011-03-17,147252,2011-03-22,NIL,Mar-2009,15000,Yes,,,,recd sponsorship fee upto 30.03.2010,1,,
88,Sarath,FINESSE TECHNOLOGY TRADING LLC,Legend Projects,No Second Sponsor,,of,,,,,,,,Discountable,608340,2008-03-17,2017-03-16,147361,2017-03-30,695134,Mar-2009,40000,No,,,,,1,,
89,Jashvant,INBIS GENERAL TRADING L.L.C,Shuraa Turnkey Projects Llc,No Second Sponsor,,of,,,,"206, Shaikha Ahmad Ibrahim Al koas",,Bur dubai,Al Baraha,Not Discountable,608092,2008-03-12,2016-03-11,147136,2017-12-13,645125,Mar-2009,15000,No,,,,,1,,
90,Saeed,DESIGN MOTIVES LLC,Legend Projects,No Second Sponsor,,of,,,,,,,,Not Discountable,607820,2008-03-06,2014-03-05,146872,2014-03-10,633248,Mar-2009,15000,No,,,,,0,,
91,Jashvant,REAL CHOICE COMMERCIAL BROKERS LLC,Saeed Khalifa,Nahad Mohd,,vo,,,,,,,,Not Discountable,608880,2008-03-30,2017-03-29,148342,2017-07-06,634672,Mar-2009,0,No,,,,,1,,
92,Jashvant,A1 FOODS LLC,Famous Management Services,No Second Sponsor,,of,,,,Khalifa Mohd al fuqaei,101,al Dhagaya,Deira,Not Discountable,622881,2009-03-10,2015-03-09,158483,2015-03-15,681640,July-2012,14000,No,Not Done,Not Done,,Old license was  H A G ABOUKASSEM JEWELLERY LLC,0,,
93,Sarath,A I M S SOLUTIONS LLC,Famous Management Services,No Second Sponsor,,vo,,,,,,,,Not Discountable,623495,2009-03-29,2015-03-28,159032,1900-01-01,NIL,Mar-2009,14000,No,,,,,1,,
94,Sarath,PRISMATIC ELECTRICAL SERVICES LLC,Famous Management Services,No Second Sponsor,,of,,,,,,,,Not Discountable,622755,2009-03-04,2017-03-03,2/1/158484,2018-03-22,667673,Mar-2009,20000,No,,Done,,"TRA VALID TILL 08/05/2015",1,,
95,Saud,STUNNING IMAGE INFORMATION TECHNOLOGY,Zubaida,No Second Sponsor,ajay@stunningimage.com,sp,,,,"S 05, Mohd. mehmood Al Dallal",,Bur Dubai,Souq Al Kabeer,Not Discountable,566549,2005-03-06,2010-03-05,113141,1900-01-01,546162,Mar-2009,20000,No,,,,,0,,
96,Saeed,SUNLIFE TRADING. LLC.,Saeed Khalifa,No Second Sponsor,,sp,,,,Mohd. Ahmed Abdul Noor Ibrahim & Yusuf,308,Deira,Naif,Not Discountable,234129,1994-04-24,2008-04-23,32682,2006-06-06,234951,April-2009,12000,Yes,,,,,0,,
97,Saeed,S&B ACCOUNTING,Saeed Khalifa,No Second Sponsor,,sp,,,,,,,,Not Discountable,543993,2003-04-12,2017-04-11,93224,2018-05-16,489376,April-2009,12000,No,,,,,1,,
98,saeed,PETRA Public Relation Management,Saeed Khalifa,No Second Sponsor,,of,,,,Sheikh Rashid Bin Khalifa Bin Saeed Al Maktoum,210,Deira,Hor Al Anz,Not Discountable,533829,2002-05-01,2011-04-30,97149,2012-12-15,498941,April-2009,6000,No,,,,,0,,
99,saeed,MAGIC TOUCH TILE FIXING,Nahad Mohd,No Second Sponsor,,of,,,,,,,,Not Discountable,544397,2003-04-23,2017-04-22,93649,2018-07-12,491090,April-2009,0,No,,,,,1,,
100,saeed,BHARATMATRIMONY LLC,Nada Saeed Kalifa,No Second Sponsor,,of,,,,,,,,Not Discountable,555809,2004-04-10,2016-04-09,102881,2016-04-12,514958,April-2009,15000,Yes,,,,"Partner only 1 Mr.Muru is the manager of the partner company(M/S Consim Info )

PAID FOR CANCELLATION 17/6/2015 AED15280",0,,
101,saeed,JOSE CONTRACTING. LLC.,Saleem Mohd,No Second Sponsor,,of,,,,,,,,Not Discountable,568247,2005-04-17,2010-04-16,115292,2011-06-28,547913,April-2009,20000,No,,,,,1,,
102,saeed,MIQDAD CONSTRUCTION. LLC.,Jaseem Mohd,No Second Sponsor,,of,,,,,,,,Not Discountable,567816,2005-04-06,2011-04-05,113154,2011-04-08,542781,April-2009,20000,Yes,,,,company under cancellation...ref Mr.Jashvant,0,,
103,saeed,SAYED RASHID MOBILE PHONE LLC,Hamadan Saeed Khalifa,No Second Sponsor,,vo,,,,,,,,Discountable,567868,2005-04-09,2017-04-08,112837,2018-07-29,548798,August-2012,20000,No,,,,VIRTUAL OFFICE,1,,
